tweet_id	text	misogyny	category
1569	مستخدم@ مستخدم@ نحنا مكملين معكِ وحكياتك حلويين وتعودنا عليك ومنعرف صوتك من مئات الصحفيات	none	none
1570	مستخدم@ جيد من نانسي السبع انها في لحظة الفوضى لم تعطي إليك و لأي أحد حتى لا يثار احد	none	none
1571	مستخدم@ والله بهنيكي على المعلومات	none	none
1572	مستخدم@ بقرة عقور انت بل بغلة محرنه	misogyny	discredit
1573	مستخدم@ عقبالك كده لما نشوفك من شهداء لبنان مش فالحه الا في الكلام اتفوة عليكي وعلي البلد اللي انتي جايه منها	misogyny	discredit
1574	مستخدم@ حيه رقطاء بصورة عجوز شمطاء وجه النحس لاجبرك ولا تسترك	misogyny	discredit
1575	مستخدم@ شو وسخه وبتبخي سم حقك فرنكين ونص	misogyny	discredit
1576	مستخدم@ الله ينصركم فعلا هذيل المواطنين الشرفاء اللي يحبون بلدهم ..الله يحميكم	none	none
1577	مستخدم@ جاي الحساب يا مسخرة	misogyny	discredit
1578	مستخدم@ مستخدم@ مترجلة ،، بدها تنزل تنزل بس نا تدق برموزنا	misogyny	threat of violence
1579	مستخدم@ مين انتي يابنت الوسخه عشان تتكلمي عن مصر وتوسخي اسمها بلسانك الوسخ	misogyny	discredit
1580	مستخدم@ مع احترامي الك كلي خرا	misogyny	discredit
1581	لما اقعد مع النسوان الي باربد و بصيرو يحكو بلهجة الربداوين و افهم عليهم بحس اني عبقرية و بكون فخورة بنفسي لاني فاهمة عليهم بعرفش ليش🙂😂	none	none
1582	RT مستخدم@: مستخدم@ حمارة خلقة ، ولا بس تفكري بتبيني هيك	misogyny	discredit
1583	مستخدم@ الله لا يوفقك شو انك شرشوحة و سخيفة و داعشية اذا انت بدك تقودي الثورة الله يلعن هيك ثورة	misogyny	discredit
1584	مستخدم@ مستخدم@ شو هالجمال joyce قصدي عالتغريدة�	none	none
1585	مستخدم@ انتِ أقل ما يقال عنّك انك * عاهرة الثورة *و ما بحياتك رح تصيري بشر وبدك كتير لتفهمي ع صرمايتو لسيّد يا حقيرة المجتمع.	misogyny	discredit
1586	مستخدم@ وفقك. الله. ويسعد الله. ايامك؛؛ لازلنا ناامل فيك خيرا؛	none	none
1587	مستخدم@ ليكي ولي نحن اكبر من انو نبعت حدا.... نحن مننزل ومنقلك جماعة الحزب نازعلي تدعس بنص قلبك وتقصلك لسانك من لغاليغو....	misogyny	threat of violence
1588	مستخدم@ بعمري ما شفت انسان حقود مثلك يا ديما الواطية	misogyny	discredit
1589	مستخدم@ ونعم فيك يا بنت بلادي ربي يسعدك	none	none
1590	مستخدم@ اتلمي واسكتي وخليكي في نفسك اللهم اني صايم بدل ما لساني يغلط وغطي شعرك واقفلي صدرك	misogyny	sexual harassment
1591	مستخدم@ مش انتي يلي بتلدغي بكل الاحرف ؟	misogyny	stereotyping & objectification
1592	مستخدم@ صدقت فيك هلاري يوم قالت ريحتك خايسه ياام اسنان مسوسه	misogyny	stereotyping & objectification
1593	مستخدم@ مستخدم@ كتار ما بينعدو	none	none
1594	مستخدم@ #سخيفه_حقيرة_تافهه منبوذة بالمجتمع والحزب قاعد ع قلبك وموتي بغيظك .. هيدا الي قاهرك حزب الله حزب الله الله ياخدك #لبنان_ينتقض	misogyny	discredit
1595	مستخدم@ ديما هيدي أمنياتك و أحلامك يلي عم تكتبي عنا ، بس أطمني لح تبقى أحلام.	none	none
1596	مستخدم@ كل عام وأنت بخير أستاذة ليليان بمناسبة عيد ميلاد السيد المسيح عليه السلام	none	none
1597	مستخدم@ ماعندها زوج او اهل يعلموها الادب ويلموها في بيت	misogyny	dominance
1598	مستخدم@ مستخدم@ تفو عليكي انتي	misogyny	discredit
1599	مستخدم@ وفقك الله يالغاليه علا قلب كل يمني غيور ع وطنه ومحب لوطنه تستاهلين اكثر من كذا رفعتي رؤوسنا في كل محفل يسعدك ربي	none	none
1600	مستخدم@ ولك يا عاطلة وبس	misogyny	discredit
1601	مستخدم@ عاهرة من لبنان	misogyny	discredit
1602	مستخدم@ احلا ديما.... بنحبك ونحترمك❤❤	none	none
1603	مستخدم@ شكلك مجنونه والعبط بيصدقوكى قلت عليكى كده زمان بس انا الان متاكد شوفى دكر يلمك	misogyny	discredit
1604	مستخدم@ مستخدم@ مستخدم@ صوتك يدخل الرعب في بيوتهم #ديما_حبيبة_قلبي	none	none
1605	مستخدم@ وانتي خزان العهر	misogyny	discredit
1606	مستخدم@ يا عيب الشوم عليكي يا موّتي (مرتّي) ! تفه عأصلك، لو في اهل يربوكي ما بتهوشي هيك. بس مربايين معزابة.	misogyny	discredit
1607	مستخدم@ مبروك لكم الثورة، والموت غيظاً لأعدائها	none	none
1608	مستخدم@ الجيش أشرف منك يا ديما الواطية	misogyny	discredit
1609	مستخدم@ من فضلك ما تقفليش الكومنتات تانى انا بحترمك جدا و بحب اعلق لك	none	none
1610	مستخدم@ طبيعي ما راح تخافي نحنا شعب ما بنخوف نحنا بنحمي الوطن من امثالكم	none	none
1611	مستخدم@ سطحية، ساذجة ومؤفلسة انت	misogyny	discredit
1612	مستخدم@ حمارة شو بفهمك بحديث الكبار �‍♂️ 	misogyny	discredit
1613	مستخدم@ #واطية وبتضلك #واطية	misogyny	discredit
1614	مستخدم@ يا ديما يا بطلة بتحكي بإسم الأبطال	none	none
1615	مستخدم@ أي حكومة وأي شعب... سماحة السيد اسمو يا محترمة...	none	none
1616	مستخدم@ أتعبتيهم لأنك صادقة	none	none
1617	مستخدم@ نشالله منقبرك و منرتاح	misogyny	damning
1618	مستخدم@ معاقة هالقد عقلاتك بيستوعبوا #خدي ��	misogyny	stereotyping & objectification
1619	مستخدم@ والله وانا أصطبحت في وجهك اني يومي راح يكون يوم شر	misogyny	discredit
1620	مستخدم@ إنتي وحدة عاهرة روحي انضبي	misogyny	discredit
1621	مستخدم@ تسقط السعودية والإمارات وتبقى أمريكا والإخوانج� انتي ويليه مش حتتلمي https://t.co/760vJJ226K	misogyny	discredit
1622	مستخدم@ أسخف منك ما في بكل الكرة الارضية�	misogyny	discredit
1623	مستخدم@ والله كبيرة يا نواااال الله يحميكي	none	none
1624	مستخدم@ مستخدم@ مناضلة انتي يا ست ديما	none	none
1625	مستخدم@ السعوديه والامارات قدمت شهداء من خيرة شبابها وانتي تتسكعي من دول لدوله اين اهل اليمن الشرفاء يلجمو هذي الرقطاء	misogyny	discredit
1626	RT مستخدم@: مستخدم@ مستخدم@ بشرفك نوال، ليه هيدا الدور عم تلعبيه؟!! اذا بيان الجيش الرسمي عم بيأكد ان الملف الو علاقة با…	none	none
1627	مستخدم@ توكل اخبارك اية اتمني دعمك للثورة الأمريكية حتي يتم إعدامك او قتلك او اخراج ملفات البائسة او المنحرفة تحياتي ودمتى فى خوف ورعب وبغض دائمين	misogyny	discredit
1628	مستخدم@ ياشيخ روح قضي حياتك في ڤيلاواتنيل ع عينك مش كفاية قتال قتلة وخارجللي بعفو ماتستاهلوش كان زمان ال زيك اعدام وتنظف الدنيا	none	none
1629	مستخدم@ ام هرمونات ما تقدر تضبط نفسها مالها مكان اصلًا بسوق العمل ، مكانها المطبخ والبيت تديره وتعتني بالاطفال والا تتعفن بالزبالة	misogyny	stereotyping & objectification
1630	مستخدم@ انشالله بيفلت عليكي كم أزعر وبيحرروكي منيح يا واطية	misogyny	sexual harassment
1631	مستخدم@ وانتي اكتر اعلامية موضوعية وحيادية بتوصلي رسالتك بكل اماني،منحبك نوال	none	none
1632	مستخدم@ انتي رأس الفتنة وعقبا لما تسقطي انتي وتموتي ونخلص منك ومن عمالتك	misogyny	discredit
1633	مستخدم@ لو بتطلعي لبرمة بوزك بتعرفي حالك انك مش خلقة الله...متل شفطة الحمام..العما شو بقرف منك	misogyny	stereotyping & objectification
1634	مستخدم@ والله أحلى نكتة هي! قلتلي لو كان يعلم! ما عاساس هو مش تابعين للحزب (هيك قالت نانسي السبع، زميلتك ما حد… https://t.co/LJGMT3CFD9	none	none
1635	مستخدم@ أنتي مثلك مثل المرحاض العمومي خاصة ريحتك النتنة و فمك الذي يشبه البالوعة https://t.co/LIlN8OelTZ	misogyny	stereotyping & objectification
1636	مستخدم@ مستخدم@ شو بدك بهالحكي الفاضي. وقت عملية الجرود كمان كنت عم تدفعي من جيبتك الفاتورة او فكرتي تطلعي… https://t.co/KXrPAO44I5	none	none
1637	مستخدم@ متى ستفهمي أنتي إنك إمرأه شئون الرجال ليست من إختصاصك ، العجز العاطفي لاعب فيك طبعاً زوجك السبب ( رخوه )	misogyny	dominance
1638	مستخدم@ اخرسى يافاشلة وخليكى فى نفسك ياخاينة	misogyny	discredit
1639	مستخدم@ بعيدا عن الموضوع .. وحشتينا جدا يا أستاذة ❤	none	none
1640	مستخدم@ على اساس انتي صحافية زكية وانتي بتعرفي اكتر من غيرك انو قدمها للمدعي علي ابراهيم بس شو منعملك اذا بتحبي… https://t.co/m2pnf1ruJ8	misogyny	derailing
1641	مستخدم@ مستخدم@ مستخدم@ عقبال ما يعتقلوكي و يحطوكي بشي زريبة �	misogyny	discredit
1642	مستخدم@ مستخدم@ يلعن عرضها شو طيوبة	misogyny	damning
1643	مستخدم@ ايه الستات الوسخه اللي عاوزه الحرق	misogyny	discredit
1644	مستخدم@ #نوال بري خط أحمر	none	none
1645	مستخدم@ ولك يخرب بيتك شو انك بلا اخلاق انت وحدي واطية يا ريت بعرف احكي كلام بذيق لكنت سمعتي يلي بيلبقلك	misogyny	discredit
1646	مستخدم@ وفقكم الله لما يحب ويرضي ولما فيه الخير والصلاح وحفظكم من كل مكروه و سوء وأسعدكم في الدارين	none	none
1647	مستخدم@ تفو عليك وع شرفك يا بلا شرف يلعن البطن لجابتك	misogyny	damning
1648	مستخدم@ يلعن ابو البطن اللي شالتك يانجسه	misogyny	damning
1649	مستخدم@ تخسين تخسين تخسين المملكه عصيه عليك يامرتزقه كان غيرك اشطر🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦✌🏻✌🏻✌🏻✌🏻👏🏻👏🏻👏🏻 تفو عليك	misogyny	discredit
1650	مستخدم@ بالتوفيق لشعب اللبناني وأن شاء الله تتحقق مطالبكم https://t.co/jlEXlx1BCb	none	none
1651	مستخدم@ لاه يا كذابة ولييي بكرا بيطلعو ولادك كذابين متلك قال العهد ما حدا بسقطو ونا قال الحكومة بالعكس تركها مفتوحة لاه يا واطيه	misogyny	discredit
1652	مستخدم@ قناة الثورة التي تعطي صورة رائعة عن لبنان من شماله الى جنوبه	none	none
1653	مستخدم@ منك لله يانجيب ساويرس عملت للحشرة دي سعر الحقد والكراهية اللي في قلوبكم من الجيش المصري والمصريين عموما هتموتكم موتوا غيظا وكمدا	misogyny	discredit
1654	مستخدم@ مو تنمر انتي مكروهه و اوراقك مكشوفه لنا من زمان	none	none
1655	مستخدم@ مستخدم@ يبعتلك قص لسانك بلا اخلاق	misogyny	damning
1656	مستخدم@ بأي كوكب عايشة؟؟؟	none	none
1657	مستخدم@ يجب على اليابانيين ان يقوموا بتقليل حقوق المرأه المزيفة لكي يتم التزاوج و يكثر عدد السكان	misogyny	derailing
1658	كل عام و انتي في المطبخ #يوم_المراه_العالمي https://t.co/OIjbAt6Uda	misogyny	stereotyping & objectification
1659	مستخدم@ يلا احظري من لا يوافق توجهك	none	none
1660	شاهد حماس نانسي السبع الزايد (دخول مجموعة مسلحة لرياض الصلح ) للمرة الألف الاعلام ٨٠٪ من الحدث انتبهوا شو عم تقولو… https://t.co/xaAOsxUyBV	none	none
1661	مستخدم@ مستخدم@ الزعران.اصلا بالساحاتِ ِانتو جماعة شتامين بلا ترباية ِما تحكوا على غيركن وقحة	misogyny	discredit
1662	مستخدم@ لكل داء دواء يستطاب به إلا البجاحة و الخيانة أعيت من يداويها تقول هيلاري انها تحملت ريحتك بريحت العنز من اجل امريكا بتوفيق يا .....	misogyny	discredit
1663	مستخدم@ اصبحتي صوت نشاز	none	none
1664	مستخدم@ رح يتدعوس بالطرقات جبرانو �	none	none
1665	مستخدم@ مستخدم@ مستخدم@ طرده الشعب اللبناني من الحكم بسبب فساده	none	none
1666	مستخدم@ اذا الشعب يوماً اراد الحياة...بلش يستجيب القدر ��	none	none
1667	مستخدم@ وصلي لعمرو لفخامة الرئيس و وقفي القي خطاب ولك انت هلق اذا بدك تلقي خطاب بدنا مترجم لنفهم شو عم تحكي	none	none
1668	مستخدم@ ي الحريم الي كذا يبغالهم قتل ههههههههههه	misogyny	derailing
1669	مستخدم@ انت وحدة عاهرة	misogyny	discredit
1670	مستخدم@ بتروحي تشوفي نشر فكركم اشيطاني قدهي بعد ثوركم خراب ودمار وقتل ايش بتشوفي غيرها قبح لله وجهك	misogyny	damning
1671	مستخدم@ لك بس فتنه يخرب بيتك مأوسخك وبتنادي بدموقراطيه	misogyny	discredit
1672	مستخدم@ ان شاء الله بتعيشي اكتر بس استغلي هالدنيا بتعملي شي منيح لاخرتك، عيب تضلك بايعة كرامتك بهل طريقة انتي بنت جبل عامل	none	none
1673	مستخدم@ كل الاحترام الك نوال بري الرائعه	none	none
1674	مستخدم@ مستخدم@ بلا ما قلّك انتي شخصياً وين.. كرمال اللغة بس يا حلو	none	none
1675	مستخدم@ انتي لسه عايشه يا ليليان هي حرقة الترحيل زي الحرامية بالليل كانت جامده معلش معلش	misogyny	discredit
1676	مستخدم@ مستخدم@ موتي بغيظك	misogyny	damning
1677	مستخدم@ اعجوبة انت سعدانة تحكي عربي زمن	misogyny	stereotyping & objectification
1678	مستخدم@ والله محد درا عنك،. فلا تحاولي تعطي نفسك فوق حجمها،. انتهى الحديث يا تنمر 😂😂	misogyny	discredit
1679	مستخدم@ يجو على طرابلس و الباقي هين #لبنان_يتنفض	none	none
1680	مستخدم@ نزلي يا ديما ناطرينك الشباب ����	none	none
1681	مستخدم@ مستخدم@ يجي العفريت الي بدك ياه المهم يحل المشكلة الاجتماعية الموجودة !	none	none
1682	مستخدم@ تفووو عليك ياحقيره ياواطيه وربي جزمة بن باز اشرف منك ياواطيه	misogyny	discredit
1683	مستخدم@ السعودية لن تسقط ياساقطه السعودية دائما فوق فوق مكانتها الدينية والاقتصادية والسياسية لن تسقط ولا يسمح لها ابناءوطنها ان تسقط ايتهو الساقطه والعاهره	misogyny	discredit
1684	مستخدم@ استغفر الله وحسبنا الله ونعم الوكيل. فيكم يا اصحاب الفتن انتي ومن معيك تفوووووووو عليكم	misogyny	discredit
1685	مستخدم@ انا طبعا مع الحراك ، و مع تنظيمه اكتر بس لو سمحتي بقصّة سلاح المقاومة او يلي مسمّيتيها الضاحية ، عذرًا م… https://t.co/IaxS0qyrza	misogyny	discredit
1686	مستخدم@ يلعن شكلك شو وسخة	misogyny	discredit
1687	مستخدم@ مستخدم@ مستخدم@ رواتب تقاعدية ووفاة ال جميل من المال العام بيار جميل الجد بشير جميل امين جم… https://t.co/3qkwtLN0xU	none	none
1688	مستخدم@ كل الاحترام ل ديما صادق	none	none
1689	مستخدم@ العمى بقلبك أكثر من هيك وقاحة ما في السيد أشرف من كل يلي عم تقبضي منهم	misogyny	discredit
1690	مستخدم@ مستخدم@ بلا قطعاً من اجري بحديثك،هبلة .	misogyny	discredit
1691	مستخدم@ هدول الزعران هنن و اللي وراهم أساس البلا	none	none
1692	مستخدم@ لعنة الله عليك وع ابوك ي بياعة تعز	misogyny	damning
1693	مستخدم@ أتمنى الأمن والأمان لليمن الحبيب بلد أجدادنا..	none	none
1694	مستخدم@ ازا استقال احسن مشان كل واحد يتصرف علا كيفو	none	none
1695	مستخدم@ عنزة قد ما تغردي	misogyny	stereotyping & objectification
1696	مستخدم@ ما في غير لسانك بدو cut شو انك بلا ادب سخيفة وجاهلة	misogyny	discredit
1697	مستخدم@ وين الاعتداء ياحلوة	none	none
1698	مستخدم@ ضروري تتعالجي . كمية الغباء اللي عندك لازما علاج	misogyny	discredit
1699	مستخدم@ ديما.. بتقري التعليقات؟ شو بتحسي هههه	none	none
1700	مستخدم@ الساعات الاخيرة لامثاليك ... ولله ليوصل عواكي لقبرص	misogyny	threat of violence
1701	مستخدم@ برافوووووو نيكول . هذا لبنان .	none	none
1702	مستخدم@ انت صوت الحق	none	none
1703	مستخدم@ ان شاء الله انه دمارك وسواد ايامك	misogyny	damning
1704	مستخدم@ مستخدم@ بربك ست ديما، ما بتتمني جماعة #نصر_الله_واحد_منهن يعاملوكي متل ما هالناس عاملت مراسلة قن… https://t.co/cDyNYigGMl	none	none
1705	مستخدم@ بدي اعرف من وين بتجيبي هضامتك من أي مجرور ؟ سم لعم تبخيه عم يطلع فيكي ابكي بترتاحي	misogyny	stereotyping & objectification
1706	مستخدم@ اعتنق دينها الكفري حتى يرضى عنك النصارى ايتها الجاهلة لم يبقى لك اي شرف ايتها العاهرة	misogyny	discredit
1707	مستخدم@ ما بقا جيعانين هيدا كلو لا يغطوا علفضيحة بي صار الوقت مش رح تزبط معكن... مكشوفين	none	none
1708	مستخدم@ الزملكاوية كلهم زى الحريم دايما يلاقحو على بعض زى النسوان	misogyny	dominance
1709	مستخدم@ نفايات الكترونية و انت وحدة منن	misogyny	discredit
1710	"مستخدم@ أتمنى لو أنك أمامي لأخلع نعلي وأضعه بوجهك الذي عليه غضب من الله وأثق أن النعل سيغضب علي ويقول ""بأي ذنب أهنتني"" 🥺؟"	misogyny	threat of violence
1711	مستخدم@ روحي تضبضبي يا عمو ويلي بدو يحكي سياسه بدو يكون بيفهم بالسياسه...إنتي بس عملي بتوجيهات المحطه يلي مشغليتك بس	misogyny	discredit
1712	مستخدم@ المهم ما يسقط باحضانك النجسة	misogyny	discredit
1713	مستخدم@ اقول فارقي ياوجه النكبة المفروض يجربون فيكي كورونا ويجرون عليكي تجارب سريرية يمكن تفيدي البشرية	misogyny	derailing
1714	مستخدم@ بس يا هبلة فيقي مبارح كنت مع الجيش العمى	misogyny	discredit
1715	مستخدم@ تخسين وتعقبين ياسلقه مصيرك ندعس على وجهك	misogyny	threat of violence
1716	مستخدم@ قبح الله وجهك واخزاك في الدنيا والآخرة يامنحطه والله مايضره كلامك شي رحمة الله عليه	misogyny	damning
1717	مستخدم@ يالا بس لاقي فردة شحاطتي بلبسها وبركض ركض	misogyny	dominance
1718	مستخدم@ مستخدم@ حظك حلو انك ما كنتي تحت	none	none
1719	مستخدم@ العمى بقلبك شو عا....... شسع نعل سماحته اشرف من راسك يا #ديما_الساقطة	misogyny	discredit
1720	مستخدم@ ولا يهمك لانو بجل الديب الناس هونيك تهتف ارهابي ارهابي نصر الله ارهابي هههههههههه المصيبة انك بعينين وما تستخدمي الا وحدة هههههه	misogyny	discredit
1721	مستخدم@ مستخدم@ وانني فشرتي تكوني في الثورة يا فاسدة يا سمسارة https://t.co/P9EedW4F4l	misogyny	discredit
1722	مستخدم@ وانت مالك يا شخة الكلب انتي ما تخليكي ف حالك.. عندها حرقان ب زياده 😏👌🏼	misogyny	discredit
1723	مستخدم@ عنجد انتِ حشرة بدك دعس بالصرماية	misogyny	threat of violence
1724	مستخدم@ مستخدم@ شو الغلط كل واحد يرد له الحق على أساس ثورة حرية طلعت ثورة قمع وإقفال طرقات المليشيات ما عملتها	none	none
1725	مستخدم@ للتصحيح : السيد قال أن لا نؤيد سقوط الحكومة !	none	none
1726	مستخدم@ غيري كلمة شعب عظيم وحطي حزب عظيم، احكي بصفة حزبكم، لا يمثلونا.	none	none
1727	مستخدم@ راح نجرك عحبل المشنقة يا ديما لا استخفافك بوطنك وزرع الفتن مقابل حفنة دولارات من دول الخليع اللي عمتخلعي… https://t.co/Tolp9rT820	misogyny	threat of violence
1728	مستخدم@ بتتذكري احمد الفوال من طرابلس اللي فضحك	none	none
1729	مستخدم@ مستخدم@ إنت رمز الحرية ، حرةّ وبتضلّلي حرةّ ، ديما عروس طرابلس ! طرابلس عروس الثورة.	none	none
1730	مستخدم@ والله يا جسيكا يا عالم ايش ينتظركم من عناء مع هالزمره الفاسده	none	none
1731	مستخدم@ طيب اسئليه بدل ماتنزلينها هنا قدام العالم بعض الحريم يبغالهم شنق	misogyny	threat of violence
1732	مستخدم@ سلامتك يا نوال	none	none
1733	مستخدم@ ��شو هلتحليل؟! ولاووو	none	none
1734	مستخدم@ اتمنى انك تتكلمين من واقع تجربه لانو مو معقوله وحده تلعب لها ثلاث سنوات ولعبها زق؟؟؟ ليش لانو مكانها المطبخ!	misogyny	stereotyping & objectification
1735	مستخدم@ واعتقد انه خليفه خامنيئ القادم لإيران	none	none
1736	مستخدم@ لبنان صغيرة للدرجة المتظاهرين يسمحو للرقاصه باب المسجد � https://t.co/mbE88vZHn1	none	none
1737	مستخدم@ مستخدم@ الله يلعن اللي فلت الجحش وربط ديما الواطية	misogyny	discredit
1738	مستخدم@ مستخدم@ اللي عمً يتحملوا ما حدا يتحملوا	none	none
1739	RT مستخدم@: ملاحظة متلي إنو نانسي السبع كتير بتشوش على الضيف وبتحكي هوي وعم يحكي ومنبطل نفهم على التنين !! مستخدم@	none	none
1740	مستخدم@ مستخدم@ غير مقنع؟! كيف ينبّئ بشي خطير؟ بعدين حضرتك مش اختصاص أمني عشان تحكمي على الإجراءات!	none	none
1741	مستخدم@ منفهم انو كل يلي مع الثورة صار بدن حماية؟	none	none
1742	مستخدم@ لعنة الله عليكي بعدد شعر راسك ايتها العميلة الخائنة	misogyny	damning
1743	مستخدم@ ملعونه في كل كتاب و دين يا وسخه	misogyny	damning
1744	مستخدم@ المهم المضمون يا شاطرة	none	none
1745	مستخدم@ حرية تعبير يا شاطرة.. أو هدول الشباب ما بحقلون يعبروا عن رأين	none	none
1746	مستخدم@ شو الهيئة القبضة كبيرة�	none	none
1747	مستخدم@ العمى! متل الموميا	misogyny	stereotyping & objectification
1748	مستخدم@ مستخدم@ أكير دليل على كذبا المرأة لليوم نزلت بالنبطية و حرقت جعجع حرق ...و متل ما قالت نحنا الشيعة ما منطلع من تيابنا	none	none
1749	مستخدم@ مستخدم@ مش حرام هالجمال يكون معصب ����	none	none
1750	مستخدم@ يا حمارة يا سطله ما بتفهمي عربي ، سماحة الأمين العام تاج رأسك قال لن يسقط العهد ، جايبي العار لبلدتك الخيام ، تفه يا شاضومه	misogyny	discredit
1751	مستخدم@ #بينوكيو_الثورة #ديما_الكذابة	misogyny	discredit
1752	مستخدم@ هو أكيد رح يقبر قلبك �	misogyny	threat of violence
1753	مستخدم@ يظهر أنك مصدقة روحك يا بت إنتي ياعبيطة ذا أنتي ولا تسوي ٠ ٠	misogyny	discredit
1754	مستخدم@ يله يا بنت الكلب يا واطية	misogyny	discredit
1755	مستخدم@ اخبار اليمين اي يا بتاعه جهاد النكاح يابنت المنكوحة هتفضل مصر ديما وانتي مكانك مزبله التاريخ https://t.co/3eIXVjyVGO	misogyny	discredit
1756	مستخدم@ ان شاء الله تعود لبنان أقوى وأفضل وأجمل ربنا يرحم الشهداء وخالص التعازي لشعب لبنان الطيب	none	none
1757	مستخدم@ لا تتزوج موظفة و لا تعطي الحرمة فوق حجمها و قدرها لانها و بسهوله مستعدة تخرب بيتها و تشتت عيالها عشان معها فلوس	misogyny	dominance
1758	مستخدم@ ان شاء الله يقبر قلبك	misogyny	damning
1759	مستخدم@ وفقك الله أيتها النبيلة في زمن العملاء واندال الليكود العربى	none	none
1760	مستخدم@ متى تفهمين انتي يا شمطاء متصابيه ان وجهك بشع كأنه ركبة زيدي وان متابعيك تجيهم حالة غثيان واستفراغ كلما شافوا وجهك القبيح	misogyny	stereotyping & objectification
1761	مستخدم@ اخرسي ايتها العار اين رجال اليمن من هذا العار	misogyny	discredit
1762	الف تحية للاعلامية الصادقة ديما صادق مستخدم@ https://t.co/c9r56Honmt	none	none
1763	مستخدم@ ياريت سرقة والله ، الكل حرامي لكن مصير البلد اقطع من الف حرامي	none	none
1764	مستخدم@ فعلا دافعتي عن خصومك في الساحات يابسوس قبح الله وجهك	misogyny	damning
1765	مستخدم@ مش جايبلك الجلطة الا جبران باسيل يا تافهة	misogyny	discredit
1766	مستخدم@ انشاالله بيقبرك ومندعس على قبرك يا حقيرة	misogyny	damning
1767	مستخدم@ انتي إعلامية شو هل الأسلوب الواطي والسخيف متلك يا تافهة يا محششة	misogyny	discredit
1768	مستخدم@ المشكلة انو بطل النا عين نسب حدا لهيك ما رح نرد عليكي.	none	none
1769	مستخدم@ روحي يابنت الهبله شوفي بلدك اللي خربتيها ومالكيش دعوه بمصر	misogyny	discredit
1770	مستخدم@ يا عمّي طولي بالك ماشي الحال بس يتصالحو بيرجع كل شي متل قبل وأحسن ، للأسف هيدي السياسة بلبنان	none	none
1771	مستخدم@ مافيش غير تعليق واحد للطرفين ... إتفووووه ...	misogyny	discredit
1772	مستخدم@ مستخدم@ مستخدم@ مستخدم@ ازا اميركا عم توزع مناقيش زعتر تحت .تنزل ايران توزع مناقيش بيتزا .مش تطلع العالم	none	none
1773	مستخدم@ ما قصّر فيكي! بتستاهلي اكتر #ديما_الطز	misogyny	derailing
1774	مستخدم@ ونحن لم نحلم بأكثر من حياة كالحياة❤	none	none
1775	مستخدم@ واو ��� بس بتضلك واطية	misogyny	discredit
1776	مستخدم@ مستخدم@ مستخدم@ Say hello to the camera :) بدكن فت خبز كتييييييييير	none	none
1777	مستخدم@ ♥️♥️♥️طرابلس هي منطقتي وبلدي وهويتي ونا اعتز وافتخر بكي ياسيدة ديما انك من موطني	none	none
1778	مستخدم@ ليكي فكرتي انو يمكن الفتنة يلي عم تزرعيها تأثر بالمستقبل على العالم وولادك من هل العالم… https://t.co/PzdZIl9DCY	none	none
1779	مستخدم@ ما كان ناقصنا إلّا فتحة تمّك وعهرك تتكمل	misogyny	discredit
1780	مستخدم@ مستخدم@ تحية للمذيعة على المهنية و الاعصاب الرايقة و يريت هل الشباب الثوار يخففوا الدوز شوي شكلن… https://t.co/rsrfqV1cBP	none	none
1781	مستخدم@ السنيوره واحد منن شمري عن زنودك حطيه بالحبس ..	none	none
1782	مستخدم@ يا هبولة السيد ( لا نؤيد اسقاط الحكومة ) حمص42000كلم / لبنان 10.000 كلم ��	misogyny	discredit
1783	مستخدم@ يا ريت بتعرف تحترم حدا .. ما تلوموها .. تربايتها هيك .. هي ما بتحترم إلا ابو محمد الجولان… https://t.co/ZKkPpnPplq	misogyny	discredit
1784	مستخدم@ انتو السبب اله يلعن ابوكي ����	misogyny	damning
1785	مستخدم@ كلي خرا يا سافلة	misogyny	discredit
1786	مستخدم@ تضربي بهالمودال	misogyny	stereotyping & objectification
1787	مستخدم@ يا ديما وين المليون اليوم كان فيه كم سوري بس	none	none
1788	مستخدم@ بلا وكسه اقسم بالله الناس كلها علي الاخر	none	none
1789	مستخدم@ مستخدم@ انضبي ولي وحدة رتش بلا أخلاق احترمي حالك يا تتر	misogyny	discredit
1790	مستخدم@ ان شاء الله طوبة تقرح راسك وا. توكل مو من طولي ربي شيقصف بعمرك 😅😅😅	misogyny	damning
1791	مستخدم@ واطية وعاهرة انقبري انضبي واخرسي	misogyny	discredit
1792	مستخدم@ عنجد حرباية	misogyny	discredit
1793	مستخدم@ دمرتي اليمني ورممتي وجهك بعمليات التجميل إنجاز عظيم 👌🏻	none	none
1794	مستخدم@ ثمن خيانتك بخس .. وكلماتك رخيصه يا بائعه السموم	misogyny	discredit
1795	مستخدم@ احترمي حالك وحدة مبهدلة بتسوى صرماية اعتق من عتيقة روحي انضبي	misogyny	discredit
1796	مستخدم@ لا ما ببكي ابدا.... ولا شوي. هيدا شي بيفرح القلب لأنو عم منشوف مين الشرفاء ومين لاء. هيدا فخر لبيروت لأنو الثورة عم تنتصر	none	none
1797	مستخدم@ انتبهي على كلامك بس ولا تسوي انك سياسية خليكي ف المطبخ كلامك جدا غلط في غلط قال ايش السعودية عندها داعش الله يديكي العقل بس	misogyny	stereotyping & objectification
1798	مستخدم@ لعنة الله عليكي الي يوم الدين يا بومه	misogyny	damning
